,Jmin,n,l,a,actfn
336,0.16174039244651794,8,4,15.707963267948966,sigmoid
337,0.16173632442951202,16,4,15.707963267948966,sigmoid
338,0.1626230627298355,32,4,15.707963267948966,sigmoid
339,0.16486217081546783,64,4,15.707963267948966,sigmoid
340,0.16275581717491147,128,4,15.707963267948966,sigmoid
341,0.16619321703910828,256,4,15.707963267948966,sigmoid
342,0.16150255501270294,1,8,15.707963267948966,sigmoid
343,0.16154995560646057,2,8,15.707963267948966,sigmoid
344,0.16183269023895264,4,8,15.707963267948966,sigmoid
345,0.16170114278793335,8,8,15.707963267948966,sigmoid
346,0.1626833975315094,16,8,15.707963267948966,sigmoid
347,0.16173699498176575,32,8,15.707963267948966,sigmoid
348,0.16345353424549103,64,8,15.707963267948966,sigmoid
349,0.16522927582263947,128,8,15.707963267948966,sigmoid
350,0.16733884811401367,256,8,15.707963267948966,sigmoid
351,0.1615009307861328,1,16,15.707963267948966,sigmoid
352,0.1616426706314087,2,16,15.707963267948966,sigmoid
353,0.16163830459117887,4,16,15.707963267948966,sigmoid
354,0.16177526116371155,8,16,15.707963267948966,sigmoid
355,0.16288423538208008,16,16,15.707963267948966,sigmoid
356,0.16486407816410065,32,16,15.707963267948966,sigmoid
357,0.16308407485485077,64,16,15.707963267948966,sigmoid
358,0.16252896189689636,128,16,15.707963267948966,sigmoid
359,0.16389660537242887,256,16,15.707963267948966,sigmoid
360,0.1614616960287094,1,32,15.707963267948966,sigmoid
361,0.1616056263446808,2,32,15.707963267948966,sigmoid
362,0.161602184176445,4,32,15.707963267948966,sigmoid
363,0.16168290376663208,8,32,15.707963267948966,sigmoid
364,0.16200193762779236,16,32,15.707963267948966,sigmoid
365,0.16242188215255737,32,32,15.707963267948966,sigmoid
366,0.16566000878810883,64,32,15.707963267948966,sigmoid
367,0.16286595165729523,128,32,15.707963267948966,sigmoid
368,0.1646953672170639,256,32,15.707963267948966,sigmoid
369,0.16148813068866727,1,64,15.707963267948966,sigmoid
370,0.1614946871995926,2,64,15.707963267948966,sigmoid
